Sample_ID,Tissue,Tissue_detail,Age,Stage,Sex
SAMN00002447,Small_intestine,Small_intestine,502,Adult_>365d,Male
SAMN00002448,Small_intestine,Small_intestine,375,Adult_>365d,Male
SAMN00002449,Small intestine,Ileum,11,Infant_0_20d,Male
SAMN00002450,Small intestine,Ileum,13,Infant_0_20d,Female
SAMN00002451,Small intestine,Ileum,16,Infant_0_20d,Male
SAMN00002452,Small intestine,Ileum,15,Infant_0_20d,Male
SAMN00002453,Small intestine,Ileum,19,Infant_0_20d,Female
SAMN00002454,Small intestine,Ileum,19,Infant_0_20d,Female
SAMN00002455,Small intestine,Ileum,16,Infant_0_20d,Female
SAMN00002456,Small intestine,Ileum,2,Infant_0_20d,Female
SAMN00002457,Small intestine,Ileum,3,Infant_0_20d,Male
SAMN00002458,Small intestine,Ileum,15,Infant_0_20d,Male
SAMN00002459,Small intestine,Ileum,33,Early childhood_21_59d,Female
SAMN00002460,Small intestine,Ileum,56,Early childhood_21_59d,Male
SAMN00002461,Small intestine,Ileum,32,Early childhood_21_59d,Female
SAMN00002462,Small intestine,Ileum,49,Early childhood_21_59d,Female
SAMN00002463,Small intestine,Ileum,52,Early childhood_21_59d,Female
SAMN00002464,Small intestine,Ileum,21,Early childhood_21_59d,Male
SAMN00002465,Small intestine,Ileum,26,Early childhood_21_59d,Female
SAMN00002466,Small intestine,Ileum,40,Early childhood_21_59d,Male
SAMN00002467,Small intestine,Ileum,35,Early childhood_21_59d,Female
SAMN00002468,Small intestine,Ileum,23,Early childhood_21_59d,Male
SAMN00002469,Small intestine,Ileum,56,Early childhood_21_59d,Male
SAMN00002470,Small intestine,Ileum,49,Early childhood_21_59d,Male
SAMN00002471,Small intestine,Ileum,30,Early childhood_21_59d,Male
SAMN00002472,Small intestine,Ileum,41,Early childhood_21_59d,Female
SAMN00002473,Small intestine,Ileum,55,Early childhood_21_59d,Female
SAMN00002474,Small intestine,Ileum,37,Early childhood_21_59d,Male
SAMN00002475,Small intestine,Ileum,43,Early childhood_21_59d,Female
SAMN00002476,Small intestine,Ileum,37,Early childhood_21_59d,Female
SAMN00002477,Small intestine,Ileum,37,Early childhood_21_59d,Female
SAMN00002478,Small intestine,Ileum,36,Early childhood_21_59d,Male
SAMN00002479,Small intestine,Ileum,57,Early childhood_21_59d,Female
SAMN00002480,Small intestine,Ileum,23,Early childhood_21_59d,Female
SAMN00002481,Small intestine,Ileum,31,Early childhood_21_59d,Male
SAMN00002482,Small intestine,Ileum,41,Early childhood_21_59d,Male
SAMN00002483,Small intestine,Ileum,49,Early childhood_21_59d,Female
SAMN00002484,Small intestine,Ileum,33,Early childhood_21_59d,Female
SAMN00002485,Small intestine,Ileum,34,Early childhood_21_59d,Male
SAMN00002486,Small intestine,Ileum,39,Early childhood_21_59d,Female
SAMN00002487,Small intestine,Ileum,26,Early childhood_21_59d,Female
SAMN00002488,Small intestine,Ileum,58,Early childhood_21_59d,Male
SAMN00002489,Small intestine,Ileum,55,Early childhood_21_59d,Female
SAMN00002490,Small intestine,Ileum,48,Early childhood_21_59d,Male
SAMN00002491,Small intestine,Ileum,24,Early childhood_21_59d,Male
SAMN00002492,Small intestine,Ileum,51,Early childhood_21_59d,Male
SAMN00002493,Small intestine,Ileum,53,Early childhood_21_59d,Female
SAMN00002494,Small intestine,Ileum,44,Early childhood_21_59d,Female
SAMN00002495,Small intestine,Ileum,52,Early childhood_21_59d,Male
SAMN00002496,Small intestine,Ileum,27,Early childhood_21_59d,Female
SAMN00002497,Small intestine,Ileum,54,Early childhood_21_59d,Female
SAMN00002498,Small intestine,Ileum,43,Early childhood_21_59d,Male
SAMN00002499,Small intestine,Ileum,106,Pre_pubertal_60_149d,Male
SAMN00002500,Small intestine,Ileum,110,Pre_pubertal_60_149d,Female
SAMN00002501,Small intestine,Ileum,89,Pre_pubertal_60_149d,Female
SAMN00002502,Small intestine,Ileum,75,Pre_pubertal_60_149d,Male
SAMN00002503,Small intestine,Ileum,109,Pre_pubertal_60_149d,Female
SAMN00002504,Small intestine,Ileum,126,Pre_pubertal_60_149d,Female
SAMN00002505,Small intestine,Ileum,123,Pre_pubertal_60_149d,Male
SAMN00002506,Small intestine,Ileum,92,Pre_pubertal_60_149d,Female
SAMN00002507,Small intestine,Ileum,85,Pre_pubertal_60_149d,Female
SAMN00002508,Small intestine,Ileum,126,Pre_pubertal_60_149d,Male
SAMN00002509,Small intestine,Ileum,73,Pre_pubertal_60_149d,Female
SAMN00002510,Small intestine,Ileum,74,Pre_pubertal_60_149d,Male
SAMN00002511,Small intestine,Ileum,121,Pre_pubertal_60_149d,Female
SAMN00002512,Small intestine,Ileum,142,Pre_pubertal_60_149d,Female
SAMN00002513,Small intestine,Ileum,133,Pre_pubertal_60_149d,Female
SAMN00002514,Small intestine,Ileum,300,Post_pubertal_150_365d,Female
SAMN00002515,Small intestine,Ileum,266,Post_pubertal_150_365d,Female
SAMN00002516,Small intestine,Ileum,319,Post_pubertal_150_365d,Male
SAMN00002517,Small intestine,Ileum,171,Post_pubertal_150_365d,Female
SAMN00002518,Small intestine,Ileum,284,Post_pubertal_150_365d,Female
SAMN00002519,Small intestine,Ileum,348,Post_pubertal_150_365d,Female
SAMN00002520,Small intestine,Ileum,338,Post_pubertal_150_365d,Female
SAMN00002521,Small intestine,Ileum,217,Post_pubertal_150_365d,Female
SAMN00002522,Small intestine,Ileum,342,Post_pubertal_150_365d,Male
SAMN00002523,Small intestine,Ileum,177,Post_pubertal_150_365d,Male
SAMN00002524,Small intestine,Ileum,152,Post_pubertal_150_365d,Male
SAMN00002525,Small intestine,Ileum,283,Post_pubertal_150_365d,Female
SAMN00002526,Small intestine,Ileum,245,Post_pubertal_150_365d,Male
SAMN00002527,Small intestine,Ileum,362,Post_pubertal_150_365d,Female
SAMN00002528,Small intestine,Ileum,224,Post_pubertal_150_365d,Female
SAMN00002529,Small intestine,Ileum,437,Adult_>365d,Female
SAMN00002530,Small intestine,Ileum,371,Adult_>365d,Female
SAMN00002531,Small intestine,Ileum,403,Adult_>365d,Female
SAMN00002532,Small intestine,Ileum,583,Adult_>365d,Male
SAMN00002533,Small intestine,Ileum,595,Adult_>365d,Male
SAMN00002534,Small intestine,Ileum,692,Adult_>365d,Male
SAMN00002535,Small intestine,Ileum,368,Adult_>365d,Female
SAMN00002536,Small intestine,Ileum,534,Adult_>365d,Female
SAMN00002537,Small intestine,Ileum,542,Adult_>365d,Male
SAMN00002538,Small intestine,Ileum,436,Adult_>365d,Female
SAMN00002539,Small intestine,Duodenum,15,Infant_0_20d,Female
SAMN00002540,Small intestine,Duodenum,3,Infant_0_20d,Male
SAMN00002541,Small intestine,Duodenum,12,Infant_0_20d,Male
SAMN00002542,Small intestine,Duodenum,16,Infant_0_20d,Male
SAMN00002543,Small intestine,Duodenum,8,Infant_0_20d,Female
SAMN00002544,Small intestine,Duodenum,8,Infant_0_20d,Female
SAMN00002545,Small intestine,Duodenum,19,Infant_0_20d,Male
SAMN00002546,Small intestine,Duodenum,6,Infant_0_20d,Female
SAMN00002547,Small intestine,Duodenum,18,Infant_0_20d,Female
SAMN00002548,Small intestine,Duodenum,19,Infant_0_20d,Male
SAMN00002549,Small intestine,Duodenum,36,Early childhood_21_59d,Female
SAMN00002550,Small intestine,Duodenum,35,Early childhood_21_59d,Female
SAMN00002551,Small intestine,Duodenum,30,Early childhood_21_59d,Male
SAMN00002552,Small intestine,Duodenum,55,Early childhood_21_59d,Male
SAMN00002553,Small intestine,Duodenum,38,Early childhood_21_59d,Male
SAMN00002554,Small intestine,Duodenum,50,Early childhood_21_59d,Male
SAMN00002555,Small intestine,Duodenum,26,Early childhood_21_59d,Female
SAMN00002556,Small intestine,Duodenum,53,Early childhood_21_59d,Male
SAMN00002557,Small intestine,Duodenum,34,Early childhood_21_59d,Female
SAMN00002558,Small intestine,Duodenum,33,Early childhood_21_59d,Male
SAMN00002559,Small intestine,Duodenum,22,Early childhood_21_59d,Male
SAMN00002560,Small intestine,Duodenum,28,Early childhood_21_59d,Male
SAMN00002561,Small intestine,Duodenum,53,Early childhood_21_59d,Female
SAMN00002562,Small intestine,Duodenum,35,Early childhood_21_59d,Male
SAMN00002563,Small intestine,Duodenum,48,Early childhood_21_59d,Male
SAMN00002564,Small intestine,Duodenum,33,Early childhood_21_59d,Male
SAMN00002565,Small intestine,Duodenum,47,Early childhood_21_59d,Female
SAMN00002566,Small intestine,Duodenum,58,Early childhood_21_59d,Female
SAMN00002567,Small intestine,Duodenum,39,Early childhood_21_59d,Female
SAMN00002568,Small intestine,Duodenum,48,Early childhood_21_59d,Female
SAMN00002569,Small intestine,Duodenum,51,Early childhood_21_59d,Female
SAMN00002570,Small intestine,Duodenum,58,Early childhood_21_59d,Male
SAMN00002571,Small intestine,Duodenum,51,Early childhood_21_59d,Female
SAMN00002572,Small intestine,Duodenum,46,Early childhood_21_59d,Female
SAMN00002573,Small intestine,Duodenum,28,Early childhood_21_59d,Female
SAMN00002574,Small intestine,Duodenum,49,Early childhood_21_59d,Male
SAMN00002575,Small intestine,Duodenum,37,Early childhood_21_59d,Female
SAMN00002576,Small intestine,Duodenum,24,Early childhood_21_59d,Female
SAMN00002577,Small intestine,Duodenum,34,Early childhood_21_59d,Female
SAMN00002578,Small intestine,Duodenum,33,Early childhood_21_59d,Male
SAMN00002579,Small intestine,Duodenum,49,Early childhood_21_59d,Male
SAMN00002580,Small intestine,Duodenum,23,Early childhood_21_59d,Female
SAMN00002581,Small intestine,Duodenum,41,Early childhood_21_59d,Female
SAMN00002582,Small intestine,Duodenum,40,Early childhood_21_59d,Male
SAMN00002583,Small intestine,Duodenum,48,Early childhood_21_59d,Female
SAMN00002584,Small intestine,Duodenum,32,Early childhood_21_59d,Male
SAMN00002585,Small intestine,Duodenum,45,Early childhood_21_59d,Female
SAMN00002586,Small intestine,Duodenum,31,Early childhood_21_59d,Male
SAMN00002587,Small intestine,Duodenum,29,Early childhood_21_59d,Male
SAMN00002588,Small intestine,Duodenum,36,Early childhood_21_59d,Female
SAMN00002589,Small intestine,Duodenum,122,Pre_pubertal_60_149d,Male
SAMN00002590,Small intestine,Duodenum,121,Pre_pubertal_60_149d,Male
SAMN00002591,Small intestine,Duodenum,136,Pre_pubertal_60_149d,Female
SAMN00002592,Small intestine,Duodenum,128,Pre_pubertal_60_149d,Female
SAMN00002593,Small intestine,Duodenum,124,Pre_pubertal_60_149d,Female
SAMN00002594,Small intestine,Duodenum,85,Pre_pubertal_60_149d,Male
SAMN00002595,Small intestine,Duodenum,107,Pre_pubertal_60_149d,Male
SAMN00002596,Small intestine,Duodenum,69,Pre_pubertal_60_149d,Female
SAMN00002597,Small intestine,Duodenum,76,Pre_pubertal_60_149d,Male
SAMN00002598,Small intestine,Duodenum,112,Pre_pubertal_60_149d,Male
SAMN00002599,Small intestine,Duodenum,125,Pre_pubertal_60_149d,Female
SAMN00002600,Small intestine,Duodenum,98,Pre_pubertal_60_149d,Female
SAMN00002601,Small intestine,Duodenum,76,Pre_pubertal_60_149d,Male
SAMN00002602,Small intestine,Duodenum,109,Pre_pubertal_60_149d,Male
SAMN00002603,Small intestine,Duodenum,71,Pre_pubertal_60_149d,Female
SAMN00002604,Small intestine,Duodenum,192,Post_pubertal_150_365d,Male
SAMN00002605,Small intestine,Duodenum,259,Post_pubertal_150_365d,Female
SAMN00002606,Small intestine,Duodenum,161,Post_pubertal_150_365d,Male
SAMN00002607,Small intestine,Duodenum,346,Post_pubertal_150_365d,Female
SAMN00002608,Small intestine,Duodenum,314,Post_pubertal_150_365d,Female
SAMN00002609,Small intestine,Duodenum,296,Post_pubertal_150_365d,Male
SAMN00002610,Small intestine,Duodenum,296,Post_pubertal_150_365d,Male
SAMN00002611,Small intestine,Duodenum,244,Post_pubertal_150_365d,Male
SAMN00002612,Small intestine,Duodenum,184,Post_pubertal_150_365d,Female
SAMN00002613,Small intestine,Duodenum,270,Post_pubertal_150_365d,Female
SAMN00002614,Small intestine,Duodenum,159,Post_pubertal_150_365d,Male
SAMN00002615,Small intestine,Duodenum,202,Post_pubertal_150_365d,Female
SAMN00002616,Small intestine,Duodenum,277,Post_pubertal_150_365d,Male
SAMN00002617,Small intestine,Duodenum,219,Post_pubertal_150_365d,Male
SAMN00002618,Small intestine,Duodenum,362,Post_pubertal_150_365d,Female
SAMN00002619,Small intestine,Duodenum,448,Adult_>365d,Male
SAMN00002620,Small intestine,Duodenum,426,Adult_>365d,Female
SAMN00002621,Small intestine,Duodenum,490,Adult_>365d,Male
SAMN00002622,Small intestine,Duodenum,661,Adult_>365d,Male
SAMN00002623,Small intestine,Duodenum,586,Adult_>365d,Female
SAMN00002624,Small intestine,Duodenum,650,Adult_>365d,Male
SAMN00002625,Small intestine,Duodenum,573,Adult_>365d,Female
SAMN00002626,Small intestine,Duodenum,607,Adult_>365d,Male
SAMN00002627,Small intestine,Duodenum,428,Adult_>365d,Male
SAMN00002628,Small intestine,Duodenum,379,Adult_>365d,Female
SAMN00002629,Testis,Testis,7,Infant_0_20d,Female
SAMN00002630,Testis,Testis,10,Infant_0_20d,Male
SAMN00002631,Testis,Testis,17,Infant_0_20d,Male
SAMN00002632,Testis,Testis,15,Infant_0_20d,Male
SAMN00002633,Testis,Testis,11,Infant_0_20d,Female
SAMN00002634,Testis,Testis,6,Infant_0_20d,Female
SAMN00002635,Testis,Testis,18,Infant_0_20d,Female
SAMN00002636,Testis,Testis,13,Infant_0_20d,Female
SAMN00002637,Testis,Testis,15,Infant_0_20d,Female
SAMN00002638,Testis,Testis,10,Infant_0_20d,Male
SAMN00002639,Testis,Testis,8,Infant_0_20d,Male
SAMN00002640,Testis,Testis,19,Infant_0_20d,Female
SAMN00002641,Testis,Testis,9,Infant_0_20d,Male
SAMN00002642,Testis,Testis,14,Infant_0_20d,Female
SAMN00002643,Testis,Testis,11,Infant_0_20d,Male
SAMN00002644,Testis,Testis,4,Infant_0_20d,Male
SAMN00002645,Testis,Testis,5,Infant_0_20d,Female
SAMN00002646,Testis,Testis,7,Infant_0_20d,Male
SAMN00002647,Testis,Testis,16,Infant_0_20d,Female
SAMN00002648,Testis,Testis,35,Early childhood_21_59d,Female
SAMN00002649,Testis,Testis,33,Early childhood_21_59d,Male
SAMN00002650,Testis,Testis,34,Early childhood_21_59d,Male
SAMN00002651,Testis,Testis,47,Early childhood_21_59d,Female
SAMN00002652,Testis,Testis,22,Early childhood_21_59d,Female
SAMN00002653,Testis,Testis,39,Early childhood_21_59d,Male
SAMN00002654,Testis,Testis,45,Early childhood_21_59d,Female
SAMN00002655,Testis,Testis,52,Early childhood_21_59d,Male
SAMN00002656,Testis,Testis,143,Pre_pubertal_60_149d,Male
SAMN00002657,Testis,Testis,99,Pre_pubertal_60_149d,Female
SAMN00002658,Testis,Testis,124,Pre_pubertal_60_149d,Female
SAMN00002659,Testis,Testis,121,Pre_pubertal_60_149d,Female
SAMN00002660,Testis,Testis,66,Pre_pubertal_60_149d,Male
SAMN00002661,Testis,Testis,87,Pre_pubertal_60_149d,Female
SAMN00002662,Testis,Testis,119,Pre_pubertal_60_149d,Male
SAMN00002663,Testis,Testis,100,Pre_pubertal_60_149d,Male
SAMN00002664,Testis,Testis,144,Pre_pubertal_60_149d,Male
SAMN00002665,Testis,Testis,81,Pre_pubertal_60_149d,Male
SAMN00002666,Testis,Testis,307,Post_pubertal_150_365d,Female
SAMN00002667,Testis,Testis,210,Post_pubertal_150_365d,Female
SAMN00002668,Testis,Testis,170,Post_pubertal_150_365d,Female
SAMN00002669,Testis,Testis,243,Post_pubertal_150_365d,Male
SAMN00002670,Testis,Testis,255,Post_pubertal_150_365d,Male
SAMN00002671,Testis,Testis,221,Post_pubertal_150_365d,Male
SAMN00002672,Testis,Testis,290,Post_pubertal_150_365d,Female
SAMN00002673,Testis,Testis,340,Post_pubertal_150_365d,Female
SAMN00002674,Testis,Testis,294,Post_pubertal_150_365d,Female
SAMN00002675,Testis,Testis,167,Post_pubertal_150_365d,Male
SAMN00002676,Testis,Testis,236,Post_pubertal_150_365d,Male
SAMN00002677,Testis,Testis,174,Post_pubertal_150_365d,Female
SAMN00002678,Testis,Testis,217,Post_pubertal_150_365d,Male
SAMN00002679,Testis,Testis,158,Post_pubertal_150_365d,Female
SAMN00002680,Testis,Testis,232,Post_pubertal_150_365d,Male
SAMN00002681,Testis,Testis,320,Post_pubertal_150_365d,Male
SAMN00002682,Testis,Testis,300,Post_pubertal_150_365d,Male
SAMN00002683,Testis,Testis,303,Post_pubertal_150_365d,Female
SAMN00002684,Testis,Testis,340,Post_pubertal_150_365d,Male
SAMN00002685,Testis,Testis,342,Post_pubertal_150_365d,Male
SAMN00002686,Testis,Testis,306,Post_pubertal_150_365d,Female
SAMN00002687,Testis,Testis,350,Post_pubertal_150_365d,Male
SAMN00002688,Testis,Testis,343,Post_pubertal_150_365d,Male
SAMN00002689,Testis,Testis,164,Post_pubertal_150_365d,Female
SAMN00002690,Testis,Testis,337,Post_pubertal_150_365d,Female
SAMN00002691,Testis,Testis,315,Post_pubertal_150_365d,Male
SAMN00002692,Testis,Testis,153,Post_pubertal_150_365d,Female
SAMN00002693,Testis,Testis,197,Post_pubertal_150_365d,Male
SAMN00002694,Testis,Testis,151,Post_pubertal_150_365d,Female
SAMN00002695,Testis,Testis,623,Adult_>365d,Male
SAMN00002696,Testis,Testis,503,Adult_>365d,Male
SAMN00002697,Testis,Testis,635,Adult_>365d,Male
SAMN00002698,Brain,Pituitary,2,Infant_0_20d,Male
SAMN00002699,Brain,Pituitary,2,Infant_0_20d,Male
SAMN00002700,Brain,Pituitary,4,Infant_0_20d,Male
SAMN00002701,Brain,Pituitary,10,Infant_0_20d,Female
SAMN00002702,Brain,Pituitary,10,Infant_0_20d,Male
SAMN00002703,Brain,Pituitary,19,Infant_0_20d,Female
SAMN00002704,Brain,Pituitary,6,Infant_0_20d,Male
SAMN00002705,Brain,Pituitary,12,Infant_0_20d,Male
SAMN00002706,Brain,Pituitary,14,Infant_0_20d,Female
SAMN00002707,Brain,Pituitary,16,Infant_0_20d,Female
SAMN00002708,Brain,Pituitary,3,Infant_0_20d,Female
SAMN00002709,Brain,Pituitary,7,Infant_0_20d,Male
SAMN00002710,Brain,Pituitary,15,Infant_0_20d,Male
SAMN00002711,Brain,Pituitary,10,Infant_0_20d,Female
SAMN00002712,Brain,Pituitary,2,Infant_0_20d,Female
SAMN00002713,Brain,Pituitary,16,Infant_0_20d,Male
SAMN00002714,Brain,Pituitary,2,Infant_0_20d,Female
SAMN00002715,Brain,Pituitary,19,Infant_0_20d,Female
SAMN00002716,Brain,Pituitary,14,Infant_0_20d,Male
SAMN00002717,Brain,Pituitary,8,Infant_0_20d,Female
SAMN00002718,Brain,Pituitary,25,Early childhood_21_59d,Female
SAMN00002719,Brain,Pituitary,44,Early childhood_21_59d,Female
SAMN00002720,Brain,Pituitary,30,Early childhood_21_59d,Female
SAMN00002721,Brain,Pituitary,30,Early childhood_21_59d,Female
SAMN00002722,Brain,Pituitary,30,Early childhood_21_59d,Male
SAMN00002723,Brain,Pituitary,48,Early childhood_21_59d,Female
SAMN00002724,Brain,Pituitary,34,Early childhood_21_59d,Male
SAMN00002725,Brain,Pituitary,26,Early childhood_21_59d,Male
SAMN00002726,Brain,Pituitary,52,Early childhood_21_59d,Female
SAMN00002727,Brain,Pituitary,29,Early childhood_21_59d,Female
SAMN00002728,Brain,Pituitary,45,Early childhood_21_59d,Female
SAMN00002729,Brain,Pituitary,43,Early childhood_21_59d,Male
SAMN00002730,Brain,Pituitary,42,Early childhood_21_59d,Female
SAMN00002731,Brain,Pituitary,37,Early childhood_21_59d,Female
SAMN00002732,Brain,Pituitary,34,Early childhood_21_59d,Male
SAMN00002733,Brain,Pituitary,41,Early childhood_21_59d,Female
SAMN00002734,Brain,Pituitary,23,Early childhood_21_59d,Male
SAMN00002735,Brain,Pituitary,24,Early childhood_21_59d,Male
SAMN00002736,Brain,Pituitary,25,Early childhood_21_59d,Male
SAMN00002737,Brain,Pituitary,31,Early childhood_21_59d,Female
SAMN00002738,Brain,Pituitary,56,Early childhood_21_59d,Male
SAMN00002739,Brain,Pituitary,54,Early childhood_21_59d,Female
SAMN00002740,Brain,Pituitary,45,Early childhood_21_59d,Female
SAMN00002741,Brain,Pituitary,24,Early childhood_21_59d,Male
SAMN00002742,Brain,Pituitary,34,Early childhood_21_59d,Female
SAMN00002743,Brain,Pituitary,22,Early childhood_21_59d,Female
SAMN00002744,Brain,Pituitary,38,Early childhood_21_59d,Female
SAMN00002745,Brain,Pituitary,42,Early childhood_21_59d,Male
SAMN00002746,Brain,Pituitary,23,Early childhood_21_59d,Female
SAMN00002747,Brain,Pituitary,37,Early childhood_21_59d,Male
SAMN00002748,Brain,Pituitary,63,Pre_pubertal_60_149d,Male
SAMN00002749,Brain,Pituitary,79,Pre_pubertal_60_149d,Female
SAMN00002750,Brain,Pituitary,122,Pre_pubertal_60_149d,Female
SAMN00002751,Brain,Pituitary,130,Pre_pubertal_60_149d,Male
SAMN00002752,Brain,Pituitary,124,Pre_pubertal_60_149d,Female
SAMN00002753,Brain,Pituitary,68,Pre_pubertal_60_149d,Female
SAMN00002754,Brain,Pituitary,93,Pre_pubertal_60_149d,Female
SAMN00002755,Brain,Pituitary,141,Pre_pubertal_60_149d,Female
SAMN00002756,Brain,Pituitary,122,Pre_pubertal_60_149d,Female
SAMN00002757,Brain,Pituitary,113,Pre_pubertal_60_149d,Male
SAMN00002758,Brain,Pituitary,114,Pre_pubertal_60_149d,Male
SAMN00002759,Brain,Pituitary,83,Pre_pubertal_60_149d,Male
SAMN00002760,Brain,Pituitary,95,Pre_pubertal_60_149d,Female
SAMN00002761,Brain,Pituitary,146,Pre_pubertal_60_149d,Female
SAMN00002762,Brain,Pituitary,77,Pre_pubertal_60_149d,Male
SAMN00002763,Brain,Pituitary,73,Pre_pubertal_60_149d,Female
SAMN00002764,Brain,Pituitary,66,Pre_pubertal_60_149d,Female
SAMN00002765,Brain,Pituitary,121,Pre_pubertal_60_149d,Female
SAMN00002766,Brain,Pituitary,65,Pre_pubertal_60_149d,Male
SAMN00002767,Brain,Pituitary,66,Pre_pubertal_60_149d,Male
SAMN00002768,Brain,Pituitary,101,Pre_pubertal_60_149d,Male
SAMN00002769,Brain,Pituitary,108,Pre_pubertal_60_149d,Male
SAMN00002770,Brain,Pituitary,69,Pre_pubertal_60_149d,Male
SAMN00002771,Brain,Pituitary,116,Pre_pubertal_60_149d,Male
SAMN00002772,Brain,Pituitary,67,Pre_pubertal_60_149d,Female
SAMN00002773,Brain,Pituitary,91,Pre_pubertal_60_149d,Female
SAMN00002774,Brain,Pituitary,87,Pre_pubertal_60_149d,Male
SAMN00002775,Brain,Pituitary,68,Pre_pubertal_60_149d,Female
SAMN00002776,Brain,Pituitary,88,Pre_pubertal_60_149d,Male
SAMN00002777,Brain,Pituitary,84,Pre_pubertal_60_149d,Male
SAMN00002778,Brain,Pituitary,121,Pre_pubertal_60_149d,Male
SAMN00002779,Brain,Pituitary,118,Pre_pubertal_60_149d,Male
SAMN00002780,Brain,Pituitary,76,Pre_pubertal_60_149d,Male
SAMN00002781,Brain,Pituitary,91,Pre_pubertal_60_149d,Female
SAMN00002782,Brain,Pituitary,109,Pre_pubertal_60_149d,Female
SAMN00002783,Brain,Pituitary,108,Pre_pubertal_60_149d,Female
SAMN00002784,Brain,Pituitary,115,Pre_pubertal_60_149d,Female
SAMN00002785,Brain,Pituitary,116,Pre_pubertal_60_149d,Male
SAMN00002786,Brain,Pituitary,144,Pre_pubertal_60_149d,Female
SAMN00002787,Brain,Pituitary,144,Pre_pubertal_60_149d,Male
SAMN00002788,Brain,Pituitary,310,Post_pubertal_150_365d,Female
SAMN00002789,Brain,Pituitary,319,Post_pubertal_150_365d,Male
SAMN00002790,Brain,Pituitary,346,Post_pubertal_150_365d,Female
SAMN00002791,Brain,Pituitary,205,Post_pubertal_150_365d,Male
SAMN00002792,Brain,Pituitary,199,Post_pubertal_150_365d,Female
SAMN00002793,Brain,Pituitary,287,Post_pubertal_150_365d,Male
SAMN00002794,Brain,Pituitary,331,Post_pubertal_150_365d,Female
SAMN00002795,Brain,Pituitary,219,Post_pubertal_150_365d,Male
SAMN00002796,Brain,Pituitary,267,Post_pubertal_150_365d,Female
SAMN00002797,Brain,Pituitary,303,Post_pubertal_150_365d,Female
SAMN00002798,Brain,Pituitary,199,Post_pubertal_150_365d,Male
SAMN00002799,Brain,Pituitary,317,Post_pubertal_150_365d,Female
SAMN00002800,Brain,Pituitary,227,Post_pubertal_150_365d,Female
SAMN00002801,Brain,Pituitary,165,Post_pubertal_150_365d,Male
SAMN00002802,Brain,Pituitary,339,Post_pubertal_150_365d,Male
SAMN00002803,Brain,Pituitary,323,Post_pubertal_150_365d,Male
SAMN00002804,Brain,Pituitary,171,Post_pubertal_150_365d,Female
SAMN00002805,Brain,Pituitary,340,Post_pubertal_150_365d,Male
SAMN00002806,Brain,Pituitary,150,Post_pubertal_150_365d,Female
SAMN00002807,Brain,Pituitary,295,Post_pubertal_150_365d,Male
SAMN00002808,Brain,Pituitary,357,Post_pubertal_150_365d,Male
SAMN00002809,Brain,Pituitary,274,Post_pubertal_150_365d,Male
SAMN00002810,Brain,Pituitary,286,Post_pubertal_150_365d,Female
SAMN00002811,Brain,Pituitary,247,Post_pubertal_150_365d,Male
SAMN00002812,Brain,Pituitary,351,Post_pubertal_150_365d,Male
SAMN00002813,Brain,Pituitary,304,Post_pubertal_150_365d,Female
SAMN00002814,Brain,Pituitary,353,Post_pubertal_150_365d,Male
SAMN00002815,Brain,Pituitary,240,Post_pubertal_150_365d,Female
SAMN00002816,Brain,Pituitary,350,Post_pubertal_150_365d,Male
SAMN00002817,Brain,Pituitary,222,Post_pubertal_150_365d,Male
SAMN00002818,Brain,Pituitary,254,Post_pubertal_150_365d,Female
SAMN00002819,Brain,Pituitary,345,Post_pubertal_150_365d,Female
SAMN00002820,Brain,Pituitary,265,Post_pubertal_150_365d,Female
SAMN00002821,Brain,Pituitary,155,Post_pubertal_150_365d,Male
SAMN00002822,Brain,Pituitary,320,Post_pubertal_150_365d,Male
SAMN00002823,Brain,Pituitary,312,Post_pubertal_150_365d,Female
SAMN00002824,Brain,Pituitary,323,Post_pubertal_150_365d,Female
SAMN00002825,Brain,Pituitary,273,Post_pubertal_150_365d,Male
SAMN00002826,Brain,Pituitary,300,Post_pubertal_150_365d,Female
SAMN00002827,Brain,Pituitary,315,Post_pubertal_150_365d,Male
SAMN00002828,Brain,Pituitary,256,Post_pubertal_150_365d,Female
SAMN00002829,Brain,Pituitary,364,Post_pubertal_150_365d,Female
SAMN00002830,Brain,Pituitary,317,Post_pubertal_150_365d,Male
SAMN00002831,Brain,Pituitary,349,Post_pubertal_150_365d,Male
SAMN00002832,Brain,Pituitary,173,Post_pubertal_150_365d,Male
SAMN00002833,Brain,Pituitary,194,Post_pubertal_150_365d,Female
SAMN00002834,Brain,Pituitary,261,Post_pubertal_150_365d,Male
SAMN00002835,Brain,Pituitary,332,Post_pubertal_150_365d,Female
SAMN00002836,Brain,Pituitary,335,Post_pubertal_150_365d,Female
SAMN00002837,Brain,Pituitary,189,Post_pubertal_150_365d,Female
SAMN00002838,Brain,Pituitary,587,Adult_>365d,Female
SAMN00002839,Brain,Pituitary,664,Adult_>365d,Male
SAMN00002840,Brain,Pituitary,448,Adult_>365d,Male
SAMN00002841,Brain,Pituitary,491,Adult_>365d,Female
SAMN00002842,Brain,Pituitary,533,Adult_>365d,Female
SAMN00002843,Brain,Pituitary,624,Adult_>365d,Male
SAMN00002844,Brain,Pituitary,728,Adult_>365d,Female
SAMN00002845,Brain,Pituitary,647,Adult_>365d,Male
